"Del","Vin","Pkg","Cst","Mil","Dom","Haz","Car"
14.3,10,5,10,2657,"C","N","Fed Post"
9.2,15,6,9,1673,"C","N","Fed Post"
12.5,12,3,9,1892,"I","N","M-Press Delivery"
11.7,12,3,6,1864,"I","N","Fed Post"
8.9,21,5,9,1814,"I","H","M-Press Delivery"
11,18,3,3,1656,"C","N","Fed Post"
6.5,8,4,10,943,"C","H","M-Press Delivery"
13.2,19,2,13,1408,"I","N","Fed Post"
14.6,12,5,14,2018,"C","H","M-Press Delivery"
12,12,8,8,1509,"C","N","Fed Post"
7.6,11,6,16,1190,"C","H","M-Press Delivery"
7.9,15,5,9,794,"C","N","M-Press Delivery"
12.8,8,2,19,2081,"C","N","Fed Post"
11.1,16,2,14,1891,"I","N","M-Press Delivery"
12.8,17,1,7,2148,"C","N","Fed Post"
8.9,12,9,12,1530,"I","N","Fed Post"
14.1,9,4,3,2515,"C","N","Fed Post"
8.2,11,4,5,1114,"C","N","M-Press Delivery"
7.2,13,5,14,1332,"I","N","M-Press Delivery"
15.1,9,4,9,2484,"C","N","Fed Post"
10.9,9,6,14,1798,"I","H","M-Press Delivery"
10.6,13,5,13,1752,"I","N","M-Press Delivery"
10.3,9,6,5,1109,"C","N","Fed Post"
8.1,16,3,7,1417,"C","N","M-Press Delivery"
14.3,12,13,8,2571,"C","N","M-Press Delivery"
11,14,5,9,1356,"C","H","Fed Post"
8.7,13,7,12,992,"C","N","Fed Post"
7.5,10,7,11,1187,"C","H","M-Press Delivery"
4.7,12,4,9,539,"I","H","M-Press Delivery"
9.5,22,5,8,1528,"C","H","Fed Post"
11.7,9,4,10,1639,"C","N","Fed Post"
6.2,10,8,14,765,"C","N","Fed Post"
12.8,13,3,6,1834,"I","N","M-Press Delivery"
9.9,10,4,5,1444,"I","H","Fed Post"
11.9,13,6,7,1614,"C","N","Fed Post"
8.7,12,4,11,1295,"C","N","Fed Post"
14.3,13,7,9,1780,"C","N","Fed Post"
11.3,16,7,9,1546,"I","N","Fed Post"
13.3,11,2,8,2460,"C","N","M-Press Delivery"
11.7,12,4,8,1964,"C","N","M-Press Delivery"
7.2,13,8,8,1272,"C","N","M-Press Delivery"
12.4,12,4,11,2067,"C","N","M-Press Delivery"
14.2,11,1,7,1652,"C","N","Fed Post"
13.6,11,6,10,2326,"C","N","M-Press Delivery"
10,10,1,10,1746,"C","N","M-Press Delivery"
11.3,15,4,10,816,"I","H","Fed Post"
12.1,10,1,14,1630,"C","H","Fed Post"
11.5,18,7,15,1503,"I","H","M-Press Delivery"
10.1,15,1,12,1284,"C","H","M-Press Delivery"
11.4,16,11,8,1843,"C","N","M-Press Delivery"
11.4,17,4,5,1308,"C","H","Fed Post"
7.2,20,6,7,816,"C","N","Fed Post"
14,11,3,7,2478,"I","N","M-Press Delivery"
7.8,15,8,9,748,"C","N","Fed Post"
7.3,16,5,11,1294,"I","H","M-Press Delivery"
12.3,11,8,10,1735,"I","N","M-Press Delivery"
7.8,18,6,4,820,"I","N","Fed Post"
8.1,13,5,9,1298,"C","H","M-Press Delivery"
11.4,14,3,8,1417,"I","H","M-Press Delivery"
4.1,13,3,10,818,"C","N","M-Press Delivery"
10.3,8,8,11,1525,"C","N","M-Press Delivery"
15.5,15,4,7,2502,"I","N","Fed Post"
6.1,15,6,7,385,"I","N","Fed Post"
13.1,21,7,11,2030,"I","H","Fed Post"
8.1,11,6,10,1431,"I","N","M-Press Delivery"
9,21,5,11,1656,"I","N","M-Press Delivery"
14.6,12,7,6,2379,"I","N","Fed Post"
13.9,14,4,8,1856,"C","N","Fed Post"
13.6,13,5,6,2448,"C","N","M-Press Delivery"
9.1,15,6,10,1486,"I","N","M-Press Delivery"
12.4,15,1,7,1967,"C","N","Fed Post"
9.6,14,4,12,1240,"C","H","Fed Post"
11.5,14,5,11,2142,"C","N","Fed Post"
10.5,14,1,7,2197,"I","N","Fed Post"
8.6,7,2,8,1117,"C","H","M-Press Delivery"
9.2,17,5,8,1326,"C","N","M-Press Delivery"
9.6,27,2,5,1176,"I","N","M-Press Delivery"
3.6,10,6,13,858,"I","N","M-Press Delivery"
15.5,10,5,11,2028,"I","H","Fed Post"
9,11,5,12,1436,"C","N","M-Press Delivery"
10.7,12,5,8,1655,"I","N","M-Press Delivery"
12.5,16,3,8,1778,"I","H","M-Press Delivery"
13.8,9,3,18,2407,"C","N","M-Press Delivery"
11.7,15,3,8,2208,"C","N","M-Press Delivery"
9.2,12,6,8,1179,"C","N","M-Press Delivery"
9.9,19,3,14,1411,"C","N","M-Press Delivery"
16.1,16,3,8,2188,"C","N","Fed Post"
14.6,12,6,7,2105,"I","H","Fed Post"
7.8,10,3,4,1326,"C","H","M-Press Delivery"
10.8,12,2,11,1596,"I","H","Fed Post"
10.6,15,3,8,1690,"C","N","M-Press Delivery"
5.8,12,5,10,351,"I","N","Fed Post"
14.1,18,3,6,1975,"C","H","Fed Post"
11.9,11,3,6,1623,"C","N","Fed Post"
11.5,13,3,7,1473,"I","N","Fed Post"
12.4,15,3,8,1777,"C","N","M-Press Delivery"
10.7,13,7,8,1868,"C","N","Fed Post"
9.2,11,7,6,1297,"I","N","Fed Post"
8.8,15,1,9,1260,"I","H","Fed Post"
11.6,15,2,8,1808,"I","N","Fed Post"
12.3,11,3,16,2134,"I","N","M-Press Delivery"
9.9,10,5,5,1775,"C","N","M-Press Delivery"
8.7,10,4,10,1684,"C","H","M-Press Delivery"
10.2,11,4,2,1704,"I","H","M-Press Delivery"
8.6,12,3,7,1555,"I","N","M-Press Delivery"
9.8,14,5,9,1459,"C","N","M-Press Delivery"
6.3,10,2,12,601,"C","N","Fed Post"
11.9,15,2,8,2018,"C","N","Fed Post"
6,15,2,9,817,"C","N","Fed Post"
7.4,11,7,7,1353,"C","N","Fed Post"
0.5,11,4,10,424,"C","N","M-Press Delivery"
10.2,13,6,14,1707,"C","N","Fed Post"
11.5,7,1,10,1572,"I","H","Fed Post"
8.2,17,6,10,1576,"I","N","M-Press Delivery"
6.5,10,2,7,619,"C","N","M-Press Delivery"
10.1,14,3,10,1376,"C","N","M-Press Delivery"
13.7,19,4,9,1482,"C","N","M-Press Delivery"
7.4,16,5,9,824,"I","N","M-Press Delivery"
11.8,14,2,8,2130,"C","N","M-Press Delivery"
15.5,11,5,11,2699,"C","N","Fed Post"
13.6,12,4,5,2309,"I","H","Fed Post"
10.9,12,6,7,1890,"I","N","M-Press Delivery"
14.2,13,2,11,1790,"C","N","Fed Post"
11.5,14,4,5,1711,"C","N","M-Press Delivery"
14.8,9,1,5,2159,"C","N","Fed Post"
11.5,10,6,5,1997,"I","H","M-Press Delivery"
10.2,8,3,9,1870,"C","N","Fed Post"
11.6,12,6,10,1903,"C","N","M-Press Delivery"
10.2,13,5,7,1383,"C","N","Fed Post"
7.9,18,4,6,1297,"C","H","M-Press Delivery"
13,19,3,4,1041,"C","H","Fed Post"
5.6,13,4,6,307,"C","H","Fed Post"
6.5,15,1,5,750,"C","N","Fed Post"
11,13,2,8,1854,"I","N","Fed Post"
6.2,11,4,11,1102,"C","N","M-Press Delivery"
14.9,19,2,8,2179,"C","N","Fed Post"
9.7,12,5,10,1326,"C","N","Fed Post"
11.8,17,5,5,1937,"C","N","M-Press Delivery"
7.7,13,4,5,666,"I","H","M-Press Delivery"
9,13,7,6,1660,"I","N","M-Press Delivery"
9.5,8,3,9,1438,"C","H","Fed Post"
6.4,9,9,15,1245,"C","N","M-Press Delivery"
10.2,19,3,10,1354,"I","N","M-Press Delivery"
8.3,14,4,8,1588,"C","N","M-Press Delivery"
10.2,12,4,5,1023,"C","N","Fed Post"
8.9,6,1,6,1386,"C","N","Fed Post"
10.9,13,8,9,2153,"I","N","M-Press Delivery"
10.4,9,6,6,1453,"C","N","Fed Post"
12.3,17,2,11,2003,"C","N","M-Press Delivery"
5.1,13,6,6,920,"C","N","M-Press Delivery"
12.1,12,5,9,1960,"I","H","M-Press Delivery"
5.4,18,3,11,1791,"I","N","M-Press Delivery"
15.9,15,7,6,2297,"I","N","Fed Post"
10.4,12,8,8,1804,"I","H","M-Press Delivery"
11.8,9,6,10,1555,"C","H","Fed Post"
11.5,9,6,7,1684,"C","N","M-Press Delivery"
8.5,8,3,8,1279,"C","N","Fed Post"
14.5,9,8,8,2223,"C","N","Fed Post"
8.6,14,4,6,1560,"C","N","M-Press Delivery"
10.1,15,4,5,1043,"C","N","Fed Post"
7.5,8,4,6,1298,"C","H","M-Press Delivery"
8.6,15,2,14,1073,"C","N","Fed Post"
16.8,12,4,8,2231,"I","N","Fed Post"
14.4,13,3,7,1745,"C","H","Fed Post"
13.1,8,4,6,2190,"C","H","Fed Post"
9.3,12,2,5,1147,"C","N","Fed Post"
8.6,11,6,11,1791,"C","H","M-Press Delivery"
9.6,14,3,6,1472,"C","N","M-Press Delivery"
9.8,10,2,10,1725,"C","N","M-Press Delivery"
13.2,12,4,10,2377,"C","N","M-Press Delivery"
6.8,7,1,9,604,"I","N","Fed Post"
14.2,12,3,11,2319,"C","N","M-Press Delivery"
11,10,5,12,2042,"C","N","M-Press Delivery"
11.1,13,7,9,1307,"I","N","Fed Post"
12.3,18,1,10,1540,"C","H","Fed Post"
10.1,11,1,14,1476,"C","N","Fed Post"
11.6,11,1,6,1486,"I","H","Fed Post"
14.3,11,5,8,2342,"I","N","M-Press Delivery"
11.4,15,6,7,1912,"C","N","M-Press Delivery"
12.4,15,3,14,2100,"C","N","M-Press Delivery"
6.9,15,2,11,753,"C","N","M-Press Delivery"
14.3,6,3,7,2103,"C","N","Fed Post"
12.5,9,2,9,2050,"C","N","Fed Post"
13,18,5,13,2270,"I","N","Fed Post"
10.9,13,3,14,2145,"C","N","M-Press Delivery"
8.2,14,4,8,1449,"I","N","M-Press Delivery"
9.5,13,3,16,1488,"C","N","Fed Post"
10.7,12,3,10,1705,"C","H","Fed Post"
1.2,13,6,9,108,"C","N","M-Press Delivery"
7.6,10,1,11,1557,"C","H","M-Press Delivery"
5.6,9,7,10,1072,"C","N","M-Press Delivery"
6.1,12,4,5,1155,"C","N","M-Press Delivery"
15.7,15,1,10,2366,"C","N","Fed Post"
7.7,17,5,8,1570,"C","N","M-Press Delivery"
15.7,8,4,8,2129,"I","N","Fed Post"
9.2,17,3,5,1856,"C","N","Fed Post"
10.2,19,6,6,1477,"I","N","M-Press Delivery"
10.1,11,3,7,1316,"C","N","M-Press Delivery"
6.3,11,4,11,673,"C","N","Fed Post"
14,17,1,7,1961,"I","N","Fed Post"
15,14,3,9,2240,"I","N","Fed Post"
14.8,12,1,6,2194,"C","N","Fed Post"
11.6,11,4,13,1683,"I","N","M-Press Delivery"
10.5,13,3,18,1593,"C","N","Fed Post"
4.7,8,1,7,724,"I","N","M-Press Delivery"
12.8,13,3,6,1806,"C","N","Fed Post"
8.8,16,5,9,1446,"C","H","M-Press Delivery"
14.4,10,6,7,1781,"I","N","Fed Post"
10.6,11,4,12,1733,"C","N","M-Press Delivery"
13.9,16,1,11,1849,"C","N","Fed Post"
10.9,10,2,5,2215,"C","N","M-Press Delivery"
8.4,10,3,7,1085,"C","N","Fed Post"
6.6,13,4,8,919,"C","N","Fed Post"
8.9,8,3,10,1371,"I","N","M-Press Delivery"
10.3,15,3,10,1544,"C","N","M-Press Delivery"
10,9,1,9,1690,"C","N","M-Press Delivery"
12.2,7,3,9,1905,"C","N","Fed Post"
11.8,11,5,4,1917,"I","H","M-Press Delivery"
11.3,16,4,5,1355,"I","N","Fed Post"
11.3,16,6,11,2189,"I","N","M-Press Delivery"
12.1,11,2,8,2280,"C","H","M-Press Delivery"
13.5,12,6,16,1915,"I","N","M-Press Delivery"
12.6,12,2,8,1768,"C","N","Fed Post"
12.2,11,7,9,2195,"I","N","M-Press Delivery"
10.2,16,6,7,1779,"C","N","Fed Post"
4.3,10,7,13,941,"C","N","M-Press Delivery"
10,9,6,11,1397,"I","N","M-Press Delivery"
12.1,17,1,9,1895,"I","N","M-Press Delivery"
9.9,14,6,13,1703,"C","H","M-Press Delivery"
8.2,14,3,10,1256,"C","N","Fed Post"
14.2,9,5,8,2188,"I","N","M-Press Delivery"
9.2,13,3,5,1246,"C","N","Fed Post"
12.5,14,3,10,1597,"I","N","Fed Post"
14.4,10,4,9,2197,"C","N","Fed Post"
9.8,13,3,8,1364,"C","H","Fed Post"
9.9,19,3,5,1692,"C","N","Fed Post"
9.7,16,4,7,1950,"C","N","M-Press Delivery"
10.5,13,4,7,1798,"C","N","Fed Post"
12.8,14,3,14,1757,"C","H","Fed Post"
11.9,15,6,10,1413,"C","N","Fed Post"
8.8,17,6,12,1357,"C","N","M-Press Delivery"
9.3,16,7,10,960,"C","N","Fed Post"
7,14,6,14,915,"C","N","Fed Post"
8.6,16,5,11,1422,"C","N","M-Press Delivery"
11.3,12,6,13,1845,"I","N","M-Press Delivery"
7,16,7,7,1265,"I","N","Fed Post"
12.1,12,2,7,1673,"C","N","Fed Post"
7.4,14,6,5,921,"I","N","M-Press Delivery"
9.1,15,5,7,1452,"C","N","M-Press Delivery"
11.1,6,6,4,1476,"I","N","Fed Post"
10.4,18,3,9,1968,"C","H","Fed Post"
8.2,11,4,4,1208,"C","N","M-Press Delivery"
12.7,15,3,5,1868,"C","N","M-Press Delivery"
6,10,2,10,1010,"C","H","M-Press Delivery"
11.4,14,2,9,1727,"C","H","M-Press Delivery"
13.9,6,3,6,2401,"I","N","M-Press Delivery"
10.4,7,3,12,1660,"C","N","M-Press Delivery"
3,22,4,11,1274,"I","N","Fed Post"
5.5,12,5,14,912,"C","N","M-Press Delivery"
10.8,19,5,10,1197,"C","N","M-Press Delivery"
11.7,14,4,10,1707,"C","N","M-Press Delivery"
9.3,15,6,11,2297,"C","N","M-Press Delivery"
11.4,19,5,7,1685,"C","H","M-Press Delivery"
14.9,15,2,6,2819,"C","N","M-Press Delivery"
5.8,10,4,9,1112,"C","N","M-Press Delivery"
6.2,11,1,8,1606,"C","N","M-Press Delivery"
14.5,19,2,13,1902,"C","N","Fed Post"
8.8,11,1,10,1436,"C","N","Fed Post"
7.8,14,4,12,1136,"C","H","M-Press Delivery"
15,9,5,16,2062,"I","H","Fed Post"
6.7,16,4,11,1110,"C","H","Fed Post"
13.3,13,6,7,1736,"I","N","Fed Post"
12.5,11,9,11,2105,"C","N","M-Press Delivery"
9.2,12,6,13,1075,"C","H","Fed Post"
8,15,6,12,1019,"C","H","M-Press Delivery"
8.5,7,3,6,971,"I","N","Fed Post"
12.2,8,3,3,1862,"C","N","M-Press Delivery"
6.8,5,6,6,899,"I","H","M-Press Delivery"
7.1,12,4,10,1263,"C","H","M-Press Delivery"
12.4,17,2,5,1573,"C","H","Fed Post"
12.9,13,2,4,1722,"I","N","Fed Post"
11.4,20,6,9,1317,"C","H","Fed Post"
5.1,13,4,7,714,"C","N","M-Press Delivery"
10.9,13,4,4,1626,"C","N","M-Press Delivery"
10.2,10,2,12,2065,"C","N","M-Press Delivery"
10.4,9,3,9,1467,"C","N","M-Press Delivery"
9.4,14,11,11,619,"I","H","Fed Post"
10.4,10,7,4,1462,"C","N","Fed Post"
15.4,13,2,8,2124,"C","N","Fed Post"
7.6,12,1,9,1109,"I","N","M-Press Delivery"
15.9,11,3,8,2380,"C","N","Fed Post"
9.9,17,3,11,1605,"C","N","Fed Post"
8.6,11,5,13,1164,"I","N","M-Press Delivery"
6.5,12,1,12,1623,"C","N","M-Press Delivery"
15.7,18,5,13,1665,"C","N","Fed Post"
8.8,17,4,11,1447,"I","N","M-Press Delivery"
11,14,2,10,1502,"I","N","Fed Post"
10.4,13,4,7,1733,"C","N","M-Press Delivery"
12.9,10,2,11,2328,"I","H","M-Press Delivery"
8.6,10,6,14,1486,"C","H","M-Press Delivery"
17.6,12,2,19,2776,"C","H","Fed Post"
10.9,9,6,10,1647,"C","N","Fed Post"
17.3,18,2,9,1933,"I","N","Fed Post"
9,11,5,13,1962,"C","N","M-Press Delivery"
8.7,13,3,12,1593,"C","N","M-Press Delivery"
12.3,19,3,9,1306,"C","N","Fed Post"
9.5,10,2,10,1677,"C","N","M-Press Delivery"
9.5,8,9,9,1091,"C","N","Fed Post"
12.3,8,7,6,1288,"I","N","Fed Post"
9.4,17,3,9,1924,"C","N","Fed Post"
8.1,11,2,13,1024,"I","N","Fed Post"
4.9,12,2,13,935,"I","N","M-Press Delivery"
9.1,17,4,8,1410,"C","N","M-Press Delivery"
5.4,17,4,12,1017,"I","N","M-Press Delivery"
11.6,16,5,14,1597,"C","N","Fed Post"
0.4,11,4,7,79,"C","N","M-Press Delivery"
11.2,19,3,5,1365,"I","N","Fed Post"
10.3,13,2,9,1319,"C","N","Fed Post"
9.1,7,3,4,1385,"C","N","M-Press Delivery"
5.5,11,6,8,1496,"C","N","M-Press Delivery"
7.2,10,6,8,1455,"I","N","M-Press Delivery"
7.2,14,5,8,870,"C","H","M-Press Delivery"
18.9,13,3,5,2516,"C","N","Fed Post"
9.6,14,5,15,1407,"C","N","Fed Post"
12,10,3,10,1653,"C","N","Fed Post"
7.5,10,3,8,902,"I","N","M-Press Delivery"
8.5,18,3,13,1404,"C","N","Fed Post"
12.9,16,7,5,2214,"C","N","Fed Post"
13.4,13,3,15,1602,"I","N","M-Press Delivery"
9.6,6,1,10,1007,"I","H","Fed Post"
6.6,12,1,11,1421,"C","H","M-Press Delivery"
9.6,12,1,5,2087,"I","N","M-Press Delivery"
10.7,17,3,9,1906,"C","N","M-Press Delivery"
9.5,15,7,8,1370,"C","H","M-Press Delivery"
12.7,19,5,12,1941,"C","N","Fed Post"
13.6,14,3,7,1696,"C","H","Fed Post"
6.6,17,4,11,1058,"C","H","M-Press Delivery"
13.2,12,3,9,2321,"C","H","Fed Post"
14.9,11,8,4,1835,"I","N","Fed Post"
6.4,10,3,4,1210,"C","N","M-Press Delivery"
7.7,15,5,6,866,"C","H","Fed Post"
16.2,12,5,8,2895,"I","N","M-Press Delivery"
6.2,11,2,5,885,"C","N","M-Press Delivery"
6.2,9,4,5,975,"C","H","Fed Post"
11.3,12,6,14,1906,"C","H","M-Press Delivery"
14.8,11,3,10,2225,"C","N","Fed Post"
9.2,15,3,8,1387,"C","N","M-Press Delivery"
8.8,24,3,9,1661,"C","H","M-Press Delivery"
19.1,9,5,11,3239,"C","N","Fed Post"
8,14,1,11,1805,"C","N","M-Press Delivery"
12.7,6,6,11,1755,"I","N","Fed Post"
6.2,5,4,7,1105,"I","N","M-Press Delivery"
15.9,11,4,9,2190,"I","N","Fed Post"
8.9,15,4,15,1267,"C","N","Fed Post"
4.6,20,5,13,1152,"C","N","Fed Post"
15.4,11,4,12,2338,"C","H","Fed Post"
8.7,18,5,5,1909,"I","H","M-Press Delivery"
6.9,17,4,8,1105,"C","N","Fed Post"
10.7,14,2,9,1059,"I","N","Fed Post"
13.6,10,5,9,2093,"C","N","M-Press Delivery"
9,19,3,12,908,"I","H","Fed Post"
8.1,7,4,9,1182,"C","H","M-Press Delivery"
12.5,16,5,6,2088,"C","N","Fed Post"
10.8,14,3,14,1120,"C","H","Fed Post"
12.5,14,3,5,2043,"I","N","M-Press Delivery"
10.7,8,2,9,1802,"C","N","Fed Post"
14,17,5,13,1961,"C","N","Fed Post"
11.3,21,2,5,2048,"I","N","Fed Post"
4.9,10,3,8,363,"C","N","Fed Post"
13.4,13,3,11,2001,"C","N","Fed Post"
8.8,11,3,5,843,"I","N","Fed Post"
7.7,18,3,12,1622,"C","N","M-Press Delivery"
9.1,16,3,6,1605,"C","N","M-Press Delivery"
13,18,3,10,2236,"C","H","M-Press Delivery"
10.1,13,2,4,1158,"I","N","M-Press Delivery"
13.3,16,1,14,1622,"C","N","M-Press Delivery"
11.7,17,3,8,1783,"C","N","M-Press Delivery"
15.6,16,3,11,2141,"C","N","Fed Post"
11.2,12,4,9,1960,"I","H","Fed Post"
14.8,12,4,9,2531,"C","N","M-Press Delivery"
9.6,15,1,6,1596,"C","N","M-Press Delivery"
7.5,8,3,8,1333,"C","H","M-Press Delivery"
11.6,6,5,8,1835,"I","N","Fed Post"
8.5,9,5,10,1547,"I","N","M-Press Delivery"
9.3,16,3,7,1697,"C","N","M-Press Delivery"
10.8,11,6,11,1561,"C","N","Fed Post"
5.2,14,1,8,1307,"I","N","M-Press Delivery"
5.7,10,3,7,1186,"C","N","M-Press Delivery"
16.1,15,4,7,2327,"C","H","Fed Post"
5.7,8,4,15,1162,"C","N","M-Press Delivery"
12.1,9,2,9,2209,"C","N","M-Press Delivery"
8.5,9,4,10,1560,"C","N","M-Press Delivery"
3.6,6,3,6,422,"I","H","M-Press Delivery"
8,15,4,9,617,"I","N","Fed Post"
10.4,12,4,8,1805,"C","N","M-Press Delivery"
7.9,12,4,8,1497,"C","H","M-Press Delivery"
14.6,19,4,9,1785,"C","N","Fed Post"
10.9,9,1,8,1811,"C","N","M-Press Delivery"
15.3,16,2,13,1953,"C","N","Fed Post"
10.1,8,4,10,1899,"C","N","M-Press Delivery"
5.2,15,5,9,930,"C","H","Fed Post"
14.6,12,6,5,2112,"C","N","Fed Post"
7,14,5,10,986,"C","H","M-Press Delivery"
14.3,16,7,6,1893,"C","N","M-Press Delivery"
12.4,11,3,14,1474,"C","N","Fed Post"
11.2,17,4,10,2117,"C","N","M-Press Delivery"
5.9,8,3,8,858,"I","N","M-Press Delivery"
9.2,17,5,10,1046,"I","H","M-Press Delivery"
15.1,14,6,10,2066,"I","H","M-Press Delivery"
8.1,12,2,5,1163,"C","H","Fed Post"
7,12,3,8,1509,"C","N","M-Press Delivery"
9,20,6,7,779,"I","N","M-Press Delivery"
14.2,15,1,10,1538,"C","H","Fed Post"
10.8,13,6,8,1921,"C","N","M-Press Delivery"
4.6,21,4,10,1475,"C","N","M-Press Delivery"
8,17,5,5,1439,"I","H","M-Press Delivery"
11.6,11,2,14,1659,"I","N","M-Press Delivery"
8.8,10,4,11,1181,"C","N","M-Press Delivery"
12.5,15,4,8,2069,"I","N","M-Press Delivery"
13.4,6,3,7,2465,"C","H","M-Press Delivery"
10,11,2,11,1813,"C","N","M-Press Delivery"
12.4,15,4,14,2050,"C","N","M-Press Delivery"
10.5,10,5,13,2060,"C","N","M-Press Delivery"
12,10,2,14,1766,"C","N","Fed Post"
16.7,14,4,12,2237,"I","N","Fed Post"
11,10,4,7,1866,"C","N","M-Press Delivery"
9.5,17,2,5,1451,"C","N","M-Press Delivery"
12.7,14,3,5,1780,"C","H","Fed Post"
6,10,5,4,333,"I","N","Fed Post"
8.7,16,7,14,1612,"C","N","M-Press Delivery"
14.6,14,3,6,1881,"C","H","Fed Post"
7.3,19,6,7,1044,"C","N","M-Press Delivery"
10.5,12,2,7,1468,"C","H","Fed Post"
9.7,11,5,9,1446,"C","N","M-Press Delivery"
11,12,4,13,1670,"C","H","M-Press Delivery"
11.2,13,4,7,2010,"C","N","M-Press Delivery"
8.8,8,2,8,1454,"C","H","Fed Post"
11.1,18,4,10,1245,"I","N","M-Press Delivery"
10.8,11,5,12,1818,"C","N","Fed Post"
10.4,10,5,5,1434,"C","N","Fed Post"
12.1,15,4,6,1160,"C","N","Fed Post"
5.7,16,3,7,1429,"C","N","M-Press Delivery"
12.2,12,4,6,1994,"I","N","Fed Post"
10.9,11,2,4,2034,"C","N","M-Press Delivery"
13.2,15,4,9,2440,"C","N","Fed Post"
11.4,12,1,11,1777,"I","N","M-Press Delivery"
9,15,6,13,1288,"C","N","M-Press Delivery"
9.9,11,7,10,1715,"C","N","M-Press Delivery"
10.7,12,6,12,1711,"C","N","Fed Post"
13.7,17,3,12,2246,"C","H","Fed Post"
10.6,19,1,11,1758,"I","N","Fed Post"
13.1,19,6,8,1782,"I","H","Fed Post"
9.2,10,7,7,1512,"C","N","M-Press Delivery"
8.4,12,3,10,1006,"C","N","Fed Post"
9.7,13,2,12,1415,"C","N","Fed Post"
11.3,12,5,6,1437,"I","H","Fed Post"
4.6,13,1,10,1385,"C","N","M-Press Delivery"
15.2,13,1,12,2614,"C","H","M-Press Delivery"
12.6,13,8,9,1998,"I","N","Fed Post"
17.6,9,2,10,2538,"C","H","Fed Post"
20.4,12,4,11,3058,"I","N","Fed Post"
7.4,13,4,10,1897,"C","N","M-Press Delivery"
10.3,12,4,6,1478,"I","N","M-Press Delivery"
10.8,13,2,12,2061,"C","N","M-Press Delivery"
11.8,17,6,11,1621,"I","H","Fed Post"
18.6,19,3,10,2549,"C","N","Fed Post"
6.6,12,5,10,941,"C","N","M-Press Delivery"
7.3,14,3,9,1458,"C","N","M-Press Delivery"
11.3,8,3,11,1731,"C","N","Fed Post"
15.1,15,2,11,2474,"C","N","Fed Post"
13.5,13,3,6,2014,"I","N","M-Press Delivery"
5.6,13,3,18,965,"C","N","Fed Post"
13.5,18,6,10,2211,"C","N","M-Press Delivery"
9.2,11,4,12,1217,"I","N","M-Press Delivery"
7.6,11,3,5,1533,"I","H","M-Press Delivery"
13.3,12,5,7,2313,"C","N","M-Press Delivery"
9,20,3,19,1433,"C","N","Fed Post"
8.6,19,5,4,859,"C","N","Fed Post"
13.1,9,2,10,1997,"C","N","Fed Post"
12.6,11,2,11,2126,"C","N","M-Press Delivery"
13,13,4,10,1988,"I","H","M-Press Delivery"
13.8,18,3,12,1833,"C","H","Fed Post"
11,8,4,8,1541,"C","N","Fed Post"
9,10,5,12,1251,"C","H","Fed Post"
11.5,13,4,12,1777,"C","N","Fed Post"
15.4,13,3,14,2322,"C","H","Fed Post"
9.3,9,9,13,1526,"C","N","M-Press Delivery"
9.2,11,1,12,1745,"C","H","M-Press Delivery"
11.6,7,5,9,2041,"C","N","M-Press Delivery"
10.8,12,4,4,1966,"C","N","Fed Post"
8.9,19,1,10,2054,"I","N","M-Press Delivery"
11.1,12,6,9,1416,"C","N","Fed Post"
8.1,17,2,8,728,"C","N","Fed Post"
9.8,11,3,8,1487,"I","N","M-Press Delivery"
12.2,12,2,8,1691,"C","N","Fed Post"
9.8,9,4,11,1679,"C","N","M-Press Delivery"
12.7,15,1,9,1863,"C","N","Fed Post"
12.7,15,5,9,2121,"C","N","Fed Post"
13.8,11,5,5,2268,"C","N","Fed Post"
1.9,8,3,13,548,"C","N","M-Press Delivery"
14.5,20,4,5,1931,"C","N","Fed Post"
8.5,15,3,11,1249,"C","N","M-Press Delivery"
8.4,13,6,6,1077,"I","N","M-Press Delivery"
9.5,10,2,8,972,"C","N","Fed Post"
12,22,4,9,1881,"I","N","M-Press Delivery"
9.1,11,3,8,1437,"I","N","M-Press Delivery"
6.4,7,2,8,797,"I","N","Fed Post"
6.5,9,2,5,1027,"C","N","M-Press Delivery"
11.4,15,7,10,1654,"C","N","Fed Post"
8.1,7,1,12,1470,"I","N","M-Press Delivery"
5.9,10,2,14,931,"C","N","M-Press Delivery"
6.8,10,3,7,1235,"I","N","M-Press Delivery"
9,20,2,10,1772,"C","N","M-Press Delivery"
12.9,10,7,3,1682,"I","N","Fed Post"
9.8,11,3,10,1663,"C","N","M-Press Delivery"
8.6,8,3,7,1639,"C","N","M-Press Delivery"
6,17,4,4,1473,"C","N","M-Press Delivery"
8,13,3,10,1413,"I","N","M-Press Delivery"
10.7,10,3,5,1874,"C","N","M-Press Delivery"
13.9,13,5,13,2223,"C","N","Fed Post"
5.6,11,2,11,565,"C","N","Fed Post"
8.2,11,7,11,1245,"C","N","M-Press Delivery"
9.1,15,9,5,1319,"I","H","M-Press Delivery"
6.3,12,5,5,1177,"C","N","M-Press Delivery"
11.3,8,2,7,1018,"C","N","Fed Post"
9.5,11,5,9,1167,"C","N","Fed Post"
8,11,5,7,1122,"C","N","M-Press Delivery"
8.7,13,2,8,1710,"C","N","M-Press Delivery"
11.9,17,4,8,1340,"C","N","Fed Post"
8.6,14,7,11,1388,"C","N","Fed Post"
9.2,10,1,7,1091,"I","H","Fed Post"
