"Del","Vin","Pkg","Cst","Mil","Dom","Haz","Car"
7.5,14,3,7,1396,"C","N","M-Press Delivery"
7.5,12,4,9,2223,"I","N","Fed Post"
8.2,15,4,10,1971,"C","N","Fed Post"
11,9,6,7,1423,"I","N","M-Press Delivery"
6.1,16,3,11,2026,"C","N","Fed Post"
7.3,13,2,6,2022,"C","N","M-Press Delivery"
8.1,12,2,6,1943,"C","H","M-Press Delivery"
7.8,12,4,7,995,"C","N","M-Press Delivery"
7.9,16,3,8,2160,"C","N","M-Press Delivery"
10,11,7,6,1400,"C","H","M-Press Delivery"
9.2,12,8,9,1167,"C","N","Fed Post"
4.9,7,4,11,1974,"I","N","M-Press Delivery"
8.2,13,7,6,746,"C","N","M-Press Delivery"
5.9,15,1,10,1516,"I","N","M-Press Delivery"
5.4,14,4,13,1706,"C","N","Fed Post"
8.2,27,4,6,1536,"I","H","M-Press Delivery"
8.1,13,4,6,1782,"I","N","Fed Post"
9.4,15,8,12,2271,"I","H","Fed Post"
7.1,10,4,9,1856,"C","N","Fed Post"
9.3,10,9,9,1788,"C","H","M-Press Delivery"
5.8,17,1,11,2440,"C","N","M-Press Delivery"
8.4,17,6,9,1946,"I","H","M-Press Delivery"
5.8,10,1,9,2161,"C","N","M-Press Delivery"
7.6,13,3,10,1896,"C","N","M-Press Delivery"
7.5,11,1,8,1640,"C","N","M-Press Delivery"
7.4,10,4,7,1863,"C","N","Fed Post"
9.6,14,3,6,1516,"C","N","M-Press Delivery"
6,12,5,11,2013,"C","H","M-Press Delivery"
5.3,14,4,12,2330,"I","N","M-Press Delivery"
3.4,14,2,12,2277,"C","N","M-Press Delivery"
6.4,11,0,11,2046,"C","N","Fed Post"
8.1,11,2,9,2033,"C","N","M-Press Delivery"
8,10,5,6,814,"C","N","Fed Post"
10,14,9,7,628,"C","N","Fed Post"
9.4,14,6,9,1577,"C","H","Fed Post"
9.5,16,5,9,1679,"C","N","M-Press Delivery"
6.9,15,1,9,1600,"C","N","M-Press Delivery"
6,15,2,12,1038,"I","N","M-Press Delivery"
8.7,12,6,9,1942,"C","N","M-Press Delivery"
5.2,11,2,9,1817,"C","N","M-Press Delivery"
7,11,3,11,1819,"I","N","M-Press Delivery"
6.6,16,3,11,2065,"C","N","M-Press Delivery"
11.5,10,7,9,2921,"I","N","M-Press Delivery"
7.1,16,6,15,1086,"C","N","Fed Post"
10.7,8,6,6,2462,"C","N","Fed Post"
6.8,13,4,9,1081,"C","H","M-Press Delivery"
9,13,5,6,2521,"C","N","Fed Post"
10.1,20,6,10,2291,"C","N","M-Press Delivery"
10.3,15,5,7,1582,"C","H","M-Press Delivery"
5,10,2,13,1629,"I","H","Fed Post"
10.2,11,4,7,2572,"C","N","M-Press Delivery"
7.4,18,7,8,1012,"I","N","Fed Post"
5.9,10,7,11,1167,"C","H","Fed Post"
9.2,13,5,6,1818,"C","H","M-Press Delivery"
6.6,12,0,12,2616,"C","N","Fed Post"
6.2,21,4,13,2194,"C","H","M-Press Delivery"
7.9,18,6,10,2336,"C","N","M-Press Delivery"
8,16,5,6,1779,"I","H","Fed Post"
6.3,13,3,10,1360,"C","H","M-Press Delivery"
8.6,10,4,7,1236,"C","N","Fed Post"
5.8,12,0,9,815,"C","N","M-Press Delivery"
9.5,12,3,6,2004,"C","N","M-Press Delivery"
9.8,17,4,7,1565,"C","N","Fed Post"
8.7,19,5,12,1925,"C","N","M-Press Delivery"
3.2,17,2,15,1676,"C","H","Fed Post"
9.9,12,3,8,2211,"C","N","M-Press Delivery"
8.1,14,3,14,1946,"C","N","Fed Post"
8.6,12,2,8,1232,"C","N","Fed Post"
7.5,13,3,11,1083,"C","N","M-Press Delivery"
6.9,7,2,11,1378,"C","N","M-Press Delivery"
8.1,11,3,8,832,"I","N","Fed Post"
6.1,12,2,9,1925,"C","N","M-Press Delivery"
7.8,8,2,6,2194,"C","N","Fed Post"
8.5,8,2,6,1762,"C","H","M-Press Delivery"
7.6,8,6,9,1842,"C","N","M-Press Delivery"
7.8,6,2,7,1459,"I","N","Fed Post"
6.2,6,4,12,1684,"C","N","M-Press Delivery"
8.7,9,4,8,2138,"C","N","Fed Post"
7.2,20,4,8,1566,"C","N","M-Press Delivery"
7.3,10,4,9,1238,"C","N","Fed Post"
8.6,17,2,4,2943,"C","N","Fed Post"
9.8,10,6,8,1700,"I","H","M-Press Delivery"
4.7,11,2,17,678,"C","N","M-Press Delivery"
5.7,14,2,7,1352,"C","N","M-Press Delivery"
7.2,9,3,10,1907,"C","N","M-Press Delivery"
7.7,13,7,11,1741,"C","N","Fed Post"
9.9,11,9,8,1739,"I","N","M-Press Delivery"
5.3,10,7,17,1426,"C","N","M-Press Delivery"
8.2,12,3,11,2283,"C","N","Fed Post"
2.8,7,2,21,1857,"C","N","M-Press Delivery"
5.8,10,3,13,1837,"I","H","M-Press Delivery"
7.1,13,4,16,1595,"C","N","M-Press Delivery"
7.3,15,2,4,1947,"C","N","M-Press Delivery"
5.3,13,2,12,1379,"I","H","M-Press Delivery"
6.4,10,4,10,1714,"C","N","M-Press Delivery"
8.5,21,6,8,1169,"C","N","M-Press Delivery"
3.7,17,2,20,1187,"C","N","M-Press Delivery"
6.7,19,5,9,2307,"C","N","Fed Post"
6.2,14,6,9,794,"C","N","Fed Post"
8.9,12,8,9,1083,"C","N","M-Press Delivery"
8.1,14,8,9,1320,"C","N","Fed Post"
8.7,14,4,8,1410,"C","N","Fed Post"
5.8,16,5,9,1062,"C","N","M-Press Delivery"
7.3,11,3,7,1078,"C","H","M-Press Delivery"
6.9,18,5,11,1527,"C","N","Fed Post"
7,9,1,9,1378,"C","N","M-Press Delivery"
5.1,13,4,19,1471,"C","N","M-Press Delivery"
7.9,10,3,7,2383,"C","N","M-Press Delivery"
9.3,9,3,2,1841,"C","N","M-Press Delivery"
6.1,8,1,10,979,"C","H","M-Press Delivery"
7.4,19,3,8,1022,"I","N","Fed Post"
8.8,13,4,9,1604,"C","N","Fed Post"
7,9,4,15,1714,"C","N","M-Press Delivery"
7.1,10,1,6,1836,"C","N","M-Press Delivery"
11.5,9,7,6,1500,"C","N","M-Press Delivery"
7.4,14,8,12,1395,"C","N","M-Press Delivery"
8.3,12,3,10,2161,"I","N","Fed Post"
6.9,14,1,10,2008,"C","N","M-Press Delivery"
8.1,17,4,7,1435,"C","N","Fed Post"
9.2,13,4,6,2130,"C","N","Fed Post"
7.1,21,2,5,1887,"C","H","Fed Post"
7,13,2,7,1664,"C","N","M-Press Delivery"
7.1,18,2,13,2110,"C","N","Fed Post"
8.8,16,2,8,1671,"C","N","Fed Post"
7.3,12,4,9,1639,"C","N","Fed Post"
6.9,9,4,8,805,"C","N","Fed Post"
3.3,14,2,18,2599,"C","N","M-Press Delivery"
7.4,18,4,8,1681,"C","N","Fed Post"
8.5,7,4,5,1593,"C","H","M-Press Delivery"
7.1,19,7,8,1295,"C","N","Fed Post"
8.8,11,9,14,1179,"C","N","Fed Post"
8.1,13,7,10,1535,"I","H","M-Press Delivery"
7.8,13,5,11,2123,"C","N","M-Press Delivery"
7,17,7,10,1551,"C","H","Fed Post"
10.9,15,6,2,1713,"C","N","M-Press Delivery"
7.9,12,2,5,1484,"C","N","M-Press Delivery"
5.7,11,5,16,1581,"C","H","Fed Post"
8.8,10,5,11,2378,"C","N","M-Press Delivery"
8.4,12,5,6,1510,"C","N","Fed Post"
7.7,10,4,8,1350,"C","N","M-Press Delivery"
9.9,9,6,8,1830,"C","N","M-Press Delivery"
6.1,16,4,12,2528,"C","N","Fed Post"
7.1,17,3,6,1108,"I","N","Fed Post"
10.1,17,3,5,1802,"C","N","Fed Post"
8.3,8,6,13,1487,"I","N","Fed Post"
7.3,8,1,9,1411,"C","N","Fed Post"
6.4,8,3,12,1219,"C","N","M-Press Delivery"
9.8,12,5,6,2047,"C","N","M-Press Delivery"
8,11,5,7,2253,"I","H","Fed Post"
6.6,13,4,12,1803,"I","N","M-Press Delivery"
8.5,11,4,6,577,"C","N","Fed Post"
5.9,12,3,11,505,"I","N","Fed Post"
7.6,16,1,5,1222,"C","N","M-Press Delivery"
7.1,17,2,5,1382,"I","N","Fed Post"
5.1,14,0,13,2227,"C","N","Fed Post"
10,11,4,8,2082,"C","N","M-Press Delivery"
9.2,12,4,5,2328,"C","N","M-Press Delivery"
5.5,13,1,10,1965,"C","N","Fed Post"
5.8,10,2,12,1353,"C","N","Fed Post"
11.2,6,8,4,2625,"C","N","Fed Post"
7,9,4,9,2426,"C","N","Fed Post"
9.4,8,5,7,2617,"C","N","Fed Post"
6.8,17,7,12,2056,"C","H","Fed Post"
7.2,13,1,8,1826,"C","N","M-Press Delivery"
7.2,17,4,9,2856,"C","H","M-Press Delivery"
10.5,15,5,9,2672,"C","N","Fed Post"
8.2,17,2,6,1533,"C","N","M-Press Delivery"
6.5,12,4,11,1982,"C","N","M-Press Delivery"
6.6,13,3,10,1843,"I","N","Fed Post"
6.4,16,5,10,1149,"C","N","Fed Post"
9,7,3,6,968,"C","N","Fed Post"
9.9,13,8,10,1941,"I","N","Fed Post"
7.4,15,3,10,2207,"C","N","M-Press Delivery"
6,9,8,14,910,"I","N","Fed Post"
8.2,7,8,14,1987,"C","N","M-Press Delivery"
5.7,17,6,10,374,"C","N","M-Press Delivery"
7.2,17,2,6,1469,"C","H","Fed Post"
9,8,4,8,2239,"C","N","M-Press Delivery"
5,13,2,10,1685,"I","H","Fed Post"
9.4,17,3,5,2643,"C","N","Fed Post"
7.9,18,1,7,1826,"C","N","M-Press Delivery"
5.2,12,3,16,1698,"C","N","M-Press Delivery"
9.4,9,5,5,1843,"I","N","Fed Post"
6.3,11,2,11,1985,"I","N","M-Press Delivery"
6.2,13,2,10,2315,"C","N","Fed Post"
9.1,17,3,8,2772,"C","N","Fed Post"
8.3,11,7,9,825,"C","N","Fed Post"
5.8,12,3,12,630,"C","N","M-Press Delivery"
7.8,11,5,14,1344,"C","N","M-Press Delivery"
6.6,16,4,9,1334,"C","H","Fed Post"
8.3,7,4,7,1090,"C","H","M-Press Delivery"
5,18,3,10,1810,"C","H","M-Press Delivery"
6.7,11,4,10,769,"I","H","Fed Post"
6,15,4,10,2162,"C","N","M-Press Delivery"
6.2,24,3,13,1558,"C","N","M-Press Delivery"
6.3,12,4,10,1385,"C","H","Fed Post"
8.9,12,7,12,2551,"C","H","Fed Post"
6,13,3,11,1225,"I","H","M-Press Delivery"
10.8,18,7,8,1624,"C","N","Fed Post"
5.8,18,1,11,1760,"I","N","Fed Post"
8.6,5,2,2,1664,"C","H","M-Press Delivery"
5.1,18,0,11,2075,"C","N","M-Press Delivery"
9.2,11,8,13,1977,"C","H","Fed Post"
7.6,15,4,9,534,"C","N","Fed Post"
5.5,16,2,12,1565,"C","N","M-Press Delivery"
10.5,13,7,4,1582,"C","N","Fed Post"
7,14,3,9,1941,"I","N","M-Press Delivery"
7.9,10,5,6,1912,"C","N","Fed Post"
4.7,11,1,10,1152,"C","N","Fed Post"
8.3,8,3,4,2443,"I","N","Fed Post"
6.2,16,3,8,1741,"C","N","Fed Post"
7.6,10,6,13,2461,"C","N","Fed Post"
6.7,21,2,8,1852,"I","N","M-Press Delivery"
7.5,13,6,7,1572,"C","N","Fed Post"
7.5,13,6,8,715,"C","N","Fed Post"
5.1,14,1,11,2009,"C","N","Fed Post"
11.4,10,7,7,2530,"I","N","Fed Post"
6.4,17,4,17,1582,"C","N","M-Press Delivery"
6.7,12,1,8,862,"C","N","M-Press Delivery"
10,13,10,8,2200,"C","H","M-Press Delivery"
8.3,11,5,9,1501,"C","N","Fed Post"
11.3,16,8,4,1754,"C","N","M-Press Delivery"
5.4,18,1,12,1440,"C","N","M-Press Delivery"
8.1,10,6,9,2242,"C","N","M-Press Delivery"
5.2,14,0,10,1607,"C","N","M-Press Delivery"
7,16,2,12,860,"C","H","M-Press Delivery"
10.6,14,4,2,2383,"C","N","M-Press Delivery"
8.2,18,4,10,1605,"I","N","M-Press Delivery"
8.9,23,7,9,1386,"C","N","M-Press Delivery"
10.5,16,8,7,1520,"C","H","Fed Post"
9.3,20,8,7,2189,"I","H","Fed Post"
6.8,19,3,11,940,"C","N","Fed Post"
8.2,15,6,8,1857,"C","N","M-Press Delivery"
7.9,12,8,10,1623,"C","H","Fed Post"
1.3,12,1,16,838,"C","N","Fed Post"
6.9,17,5,12,1669,"I","N","Fed Post"
7.4,14,6,9,841,"C","H","M-Press Delivery"
7.5,12,4,9,1234,"C","H","Fed Post"
6.1,16,3,9,1650,"C","N","M-Press Delivery"
7.3,13,4,9,2164,"I","N","M-Press Delivery"
9.5,6,4,7,1608,"I","N","M-Press Delivery"
6.2,10,1,12,1854,"C","N","Fed Post"
7.2,15,3,10,1577,"C","N","Fed Post"
7.7,11,3,9,1784,"C","N","M-Press Delivery"
6.9,11,5,12,2602,"C","N","M-Press Delivery"
9.4,11,6,8,2453,"C","N","Fed Post"
6.8,16,5,8,2004,"I","N","Fed Post"
8.4,9,3,7,1983,"C","N","Fed Post"
5.9,11,4,11,1868,"C","H","Fed Post"
7.8,10,3,5,1527,"C","N","M-Press Delivery"
9.3,18,2,5,2273,"C","N","M-Press Delivery"
5.1,10,2,13,1758,"I","N","Fed Post"
11.8,13,8,8,1708,"I","N","M-Press Delivery"
8,11,5,7,2239,"C","N","Fed Post"
9.6,17,6,4,1746,"C","N","Fed Post"
6.4,12,2,13,1957,"C","N","M-Press Delivery"
8.8,14,2,6,2026,"C","N","M-Press Delivery"
6.5,15,4,13,1286,"C","N","Fed Post"
6.2,16,1,13,1737,"C","H","Fed Post"
6.3,13,4,15,1966,"C","N","Fed Post"
7.6,16,4,8,1270,"C","H","M-Press Delivery"
6.1,16,5,10,1925,"I","N","M-Press Delivery"
11.3,12,8,12,1738,"C","N","M-Press Delivery"
6.7,13,3,9,1859,"C","N","M-Press Delivery"
6.8,9,1,12,1528,"C","N","M-Press Delivery"
8.2,15,5,8,1350,"I","N","M-Press Delivery"
8.8,12,4,4,943,"C","N","M-Press Delivery"
8.1,12,2,8,2033,"C","H","Fed Post"
8.9,10,3,7,2100,"C","H","M-Press Delivery"
7.4,6,1,8,1457,"I","H","M-Press Delivery"
8.5,9,5,7,1112,"C","N","M-Press Delivery"
7.2,10,4,9,1336,"C","N","M-Press Delivery"
7.2,16,4,7,1629,"C","H","Fed Post"
7.5,11,2,8,1458,"C","N","Fed Post"
8,13,4,8,1819,"C","N","M-Press Delivery"
6.7,14,3,10,2045,"C","N","M-Press Delivery"
8.1,13,5,6,1156,"C","N","Fed Post"
9.1,12,7,5,1197,"C","H","Fed Post"
10.2,16,6,7,2204,"C","N","Fed Post"
7.8,24,4,9,2282,"C","H","Fed Post"
8,18,3,5,1846,"C","N","M-Press Delivery"
7.3,5,5,13,1416,"C","N","Fed Post"
8.6,16,5,11,1586,"C","H","M-Press Delivery"
4.8,10,3,16,2219,"C","N","M-Press Delivery"
9.1,14,4,7,2648,"I","N","M-Press Delivery"
8,13,3,8,1364,"C","N","M-Press Delivery"
5.6,10,6,9,1144,"C","H","Fed Post"
8.9,17,4,7,2039,"C","H","Fed Post"
7.8,5,1,6,1834,"C","N","M-Press Delivery"
7.5,11,4,11,2305,"C","N","Fed Post"
7.4,11,3,9,1828,"C","N","Fed Post"
5.5,18,2,16,1206,"C","N","Fed Post"
6.6,7,1,9,861,"I","N","M-Press Delivery"
10.1,16,7,9,1638,"C","N","Fed Post"
6.1,19,1,11,2182,"C","N","M-Press Delivery"
7.8,11,2,9,2006,"I","H","M-Press Delivery"
6.4,11,2,13,1788,"C","N","M-Press Delivery"
9.4,13,7,7,657,"C","N","Fed Post"
8,9,6,12,2295,"C","N","M-Press Delivery"
8.1,18,7,8,1097,"C","H","M-Press Delivery"
8.6,18,3,6,2277,"C","N","Fed Post"
5.7,8,4,13,1504,"C","N","M-Press Delivery"
7,14,4,20,1131,"C","N","M-Press Delivery"
8,11,8,11,1591,"C","N","M-Press Delivery"
6.6,12,4,10,343,"C","N","M-Press Delivery"
6.7,13,3,9,902,"C","N","Fed Post"
5,11,3,11,979,"C","N","M-Press Delivery"
10.7,17,9,7,1685,"C","N","Fed Post"
7.3,15,4,10,1901,"C","N","Fed Post"
8.3,16,3,8,2066,"C","N","Fed Post"
9.7,9,5,5,2819,"I","N","M-Press Delivery"
9.2,16,7,12,2189,"C","N","Fed Post"
10,12,7,7,1047,"C","N","Fed Post"
5.8,9,2,12,1433,"I","N","Fed Post"
5.9,11,6,15,1051,"C","N","M-Press Delivery"
10.2,14,8,8,1863,"I","N","Fed Post"
9.6,12,5,6,1819,"C","N","M-Press Delivery"
4.6,14,2,11,1227,"C","N","Fed Post"
6.4,12,3,12,1824,"C","H","Fed Post"
10.7,8,5,4,1181,"C","N","Fed Post"
8.8,14,7,6,1258,"C","N","Fed Post"
7.7,16,5,7,1947,"C","N","M-Press Delivery"
9.8,16,7,3,973,"C","N","Fed Post"
6.7,10,2,9,1289,"C","N","M-Press Delivery"
7.7,14,3,7,1512,"C","N","Fed Post"
6.9,9,1,10,2414,"C","N","M-Press Delivery"
9,12,2,6,917,"C","N","M-Press Delivery"
9.3,11,5,10,915,"C","N","Fed Post"
6.6,17,2,7,2065,"I","H","Fed Post"
9.2,17,4,8,1756,"C","N","M-Press Delivery"
5.7,9,4,13,1004,"I","N","M-Press Delivery"
6.5,16,3,16,1115,"C","N","M-Press Delivery"
7.2,16,5,10,1667,"I","N","Fed Post"
3.6,14,0,15,1235,"C","N","M-Press Delivery"
7.2,11,3,11,1573,"I","H","Fed Post"
7.3,20,4,9,1725,"C","H","Fed Post"
8.8,11,4,7,1491,"C","N","Fed Post"
7.6,9,4,16,1483,"C","N","Fed Post"
11.8,15,8,5,2309,"I","N","Fed Post"
9,10,7,9,1142,"C","H","Fed Post"
6.6,16,1,14,1021,"C","N","M-Press Delivery"
6.1,15,2,8,1742,"I","N","Fed Post"
9.4,15,6,8,728,"C","N","M-Press Delivery"
6.7,11,2,11,1257,"C","N","M-Press Delivery"
5.1,17,4,17,1385,"C","N","M-Press Delivery"
9.9,17,5,5,981,"C","N","M-Press Delivery"
6.9,12,2,7,1301,"C","N","M-Press Delivery"
6,18,4,13,1058,"C","N","M-Press Delivery"
9.9,14,6,6,1770,"C","N","Fed Post"
5.2,10,1,10,1761,"C","N","Fed Post"
7.2,12,7,9,945,"C","N","M-Press Delivery"
10.3,11,12,9,1824,"C","N","Fed Post"
5.3,5,3,13,834,"C","N","Fed Post"
7.9,12,2,4,1871,"C","N","M-Press Delivery"
9.9,14,6,13,2026,"C","H","M-Press Delivery"
10.7,14,7,3,1508,"I","H","M-Press Delivery"
7.6,8,3,12,1544,"C","N","Fed Post"
10.3,12,7,5,1495,"C","N","Fed Post"
9.4,10,5,6,1298,"C","N","Fed Post"
8.8,15,5,7,2527,"C","N","Fed Post"
9.3,11,6,5,1868,"C","H","M-Press Delivery"
7.6,10,3,13,1275,"C","N","Fed Post"
8.2,11,3,13,2349,"C","N","Fed Post"
7.3,18,3,7,2647,"C","H","M-Press Delivery"
7.2,5,2,8,1780,"C","N","M-Press Delivery"
8.1,14,1,5,2324,"C","H","Fed Post"
8.2,15,5,9,1962,"C","N","M-Press Delivery"
8.1,11,6,7,1507,"C","N","Fed Post"
10.6,13,5,10,1251,"C","H","M-Press Delivery"
7.2,12,4,14,1040,"I","N","M-Press Delivery"
7.6,12,2,5,1139,"C","N","M-Press Delivery"
7.8,13,5,11,1610,"C","N","M-Press Delivery"
7.5,20,4,11,1818,"C","N","M-Press Delivery"
6.7,15,3,11,1592,"C","N","Fed Post"
8.7,12,3,5,1368,"C","N","Fed Post"
9.8,11,4,6,1029,"I","N","M-Press Delivery"
6.2,15,3,11,2268,"C","H","M-Press Delivery"
7.7,11,1,9,1611,"C","N","M-Press Delivery"
7.8,5,2,9,1565,"C","N","M-Press Delivery"
5.5,15,1,10,1912,"C","N","Fed Post"
8.3,14,6,9,816,"C","H","Fed Post"
8,11,4,6,869,"C","N","M-Press Delivery"
7.8,12,2,3,1377,"C","N","Fed Post"
6.4,8,3,5,668,"C","H","M-Press Delivery"
9.5,10,10,10,1490,"C","N","Fed Post"
8.7,18,3,11,2843,"C","N","M-Press Delivery"
6.9,17,2,8,1736,"C","H","M-Press Delivery"
8,14,3,5,2025,"C","N","Fed Post"
9.9,12,4,4,1909,"C","N","Fed Post"
9.2,13,4,6,2089,"C","N","Fed Post"
6.4,15,3,9,576,"C","N","M-Press Delivery"
6,10,1,11,2022,"C","N","M-Press Delivery"
6.2,12,4,13,1779,"C","N","Fed Post"
10.2,16,11,9,1054,"C","N","M-Press Delivery"
8.1,16,3,6,1555,"C","N","M-Press Delivery"
11.7,3,8,12,1845,"C","N","M-Press Delivery"
8.5,11,5,6,1367,"C","H","Fed Post"
5,14,1,9,781,"C","N","Fed Post"
11.4,18,10,8,2635,"C","H","Fed Post"
8.2,11,6,11,1286,"C","N","Fed Post"
6.3,11,2,11,1439,"C","N","Fed Post"
9,16,3,5,2039,"C","N","M-Press Delivery"
7.5,11,3,5,1856,"C","N","M-Press Delivery"
9.9,12,6,7,2051,"C","N","Fed Post"
7.4,10,5,9,1622,"I","N","M-Press Delivery"
7.1,12,2,10,1883,"C","H","M-Press Delivery"
8.4,14,8,10,1043,"C","N","M-Press Delivery"
8.7,11,3,5,2103,"C","N","Fed Post"
7.3,21,2,7,2002,"C","N","Fed Post"
8.6,11,3,12,1667,"C","N","Fed Post"
6.9,10,3,8,2064,"C","N","M-Press Delivery"
7,12,2,10,2426,"C","N","M-Press Delivery"
9.5,10,6,7,2142,"C","N","Fed Post"
6.5,7,4,8,2059,"C","N","M-Press Delivery"
7.4,10,3,9,1314,"C","N","Fed Post"
7.2,11,5,12,2194,"C","N","Fed Post"
8.7,12,3,7,812,"C","H","Fed Post"
10.6,14,7,6,1719,"C","N","Fed Post"
13,17,7,2,1382,"I","H","M-Press Delivery"
6.3,14,3,8,1704,"I","N","Fed Post"
8.7,14,5,9,1721,"C","N","Fed Post"
7.9,10,2,2,2060,"C","N","Fed Post"
4.8,7,1,10,1316,"C","N","M-Press Delivery"
8.1,14,2,5,1378,"I","N","M-Press Delivery"
10.1,13,6,7,1728,"C","H","M-Press Delivery"
5.8,13,6,13,1409,"C","N","Fed Post"
7.9,7,6,8,1445,"C","N","Fed Post"
9.6,15,7,8,2040,"I","N","M-Press Delivery"
6.7,17,5,14,1606,"I","H","Fed Post"
7.6,11,5,9,1412,"C","N","M-Press Delivery"
7.2,18,5,11,1863,"C","N","Fed Post"
7,9,1,6,718,"C","H","Fed Post"
9.4,8,5,4,1691,"I","N","Fed Post"
6.2,13,4,8,1432,"C","N","M-Press Delivery"
6.8,10,2,8,1640,"C","N","Fed Post"
6.6,8,5,9,1138,"I","N","Fed Post"
6.6,16,5,12,1380,"C","N","M-Press Delivery"
7.9,20,5,8,1743,"C","N","Fed Post"
5.9,11,5,14,2110,"C","N","Fed Post"
10.3,21,6,9,2289,"C","N","Fed Post"
6.8,5,0,7,1775,"I","N","Fed Post"
7.1,11,2,8,2448,"C","N","Fed Post"
6,24,3,7,1032,"C","N","Fed Post"
6.5,13,2,12,2732,"C","N","Fed Post"
6.4,10,2,9,1600,"C","H","M-Press Delivery"
5,9,2,9,1116,"I","H","Fed Post"
9.2,12,6,11,3232,"C","N","Fed Post"
4.9,15,4,12,1640,"C","N","Fed Post"
6,11,2,9,1540,"C","N","M-Press Delivery"
7.2,6,2,7,1906,"I","H","Fed Post"
8.6,16,4,8,1130,"C","H","M-Press Delivery"
6,9,4,8,2836,"C","H","M-Press Delivery"
7.3,10,4,9,2499,"I","N","M-Press Delivery"
8.5,17,3,7,1959,"C","N","M-Press Delivery"
9.9,19,4,6,1713,"C","N","M-Press Delivery"
8.2,10,5,8,1540,"C","H","M-Press Delivery"
5.1,6,3,14,1796,"C","N","Fed Post"
7.6,7,2,7,1798,"I","N","M-Press Delivery"
7.1,14,3,11,1054,"C","N","M-Press Delivery"
8.4,5,4,9,1702,"C","N","M-Press Delivery"
9.4,13,6,11,1569,"C","N","M-Press Delivery"
8.3,15,6,13,1855,"C","N","Fed Post"
6.9,8,2,10,1510,"I","N","Fed Post"
9,10,6,4,958,"C","N","M-Press Delivery"
7.1,12,3,10,3259,"I","N","M-Press Delivery"
6.3,12,4,11,919,"C","N","M-Press Delivery"
6.1,13,3,12,1375,"C","N","Fed Post"
7.1,12,4,11,1584,"C","N","M-Press Delivery"
8.7,13,6,7,1855,"C","H","M-Press Delivery"
9,12,5,9,2138,"I","H","Fed Post"
7.4,18,3,11,1610,"C","N","M-Press Delivery"
7.9,12,5,8,2049,"C","N","M-Press Delivery"
7.5,16,3,9,823,"C","N","Fed Post"
6.5,14,3,7,1434,"C","N","M-Press Delivery"
7.9,13,5,8,2019,"C","N","Fed Post"
7.4,12,5,9,2250,"C","N","M-Press Delivery"
13,21,8,3,1160,"I","H","Fed Post"
9.7,12,6,6,1524,"C","N","M-Press Delivery"
8,11,3,5,2080,"C","H","M-Press Delivery"
6.9,11,2,8,1243,"C","H","Fed Post"
9.3,12,8,8,1829,"C","H","M-Press Delivery"
5.5,22,3,13,2185,"C","N","M-Press Delivery"
6.6,13,3,9,1924,"I","N","Fed Post"
7,13,0,7,2289,"C","H","M-Press Delivery"
5.4,9,2,12,1605,"C","N","Fed Post"
7.4,15,3,10,681,"C","N","M-Press Delivery"
8.4,11,5,8,904,"C","N","M-Press Delivery"
7.1,7,8,11,2121,"I","N","Fed Post"
8.3,13,5,8,2335,"C","N","M-Press Delivery"
8.2,15,5,6,761,"C","N","Fed Post"
4.8,19,5,15,1026,"I","H","M-Press Delivery"
8.9,13,4,8,1662,"C","N","Fed Post"
8,11,2,9,1609,"C","N","M-Press Delivery"
8.3,8,2,11,2027,"C","N","M-Press Delivery"
3.6,18,1,17,1477,"I","H","M-Press Delivery"
10.1,16,6,7,1724,"I","N","M-Press Delivery"
10.4,13,6,4,2589,"C","N","Fed Post"
5.5,8,2,12,1379,"C","N","M-Press Delivery"
9.7,13,6,5,1053,"C","N","M-Press Delivery"
6.3,15,1,9,1153,"C","N","M-Press Delivery"
6.2,16,3,14,2176,"I","N","M-Press Delivery"
7.1,13,3,8,1208,"C","H","M-Press Delivery"
6.4,11,4,11,1919,"C","N","Fed Post"
3.6,11,5,12,1660,"C","N","M-Press Delivery"
5.2,15,3,9,1750,"I","N","M-Press Delivery"
5,22,0,10,877,"I","H","M-Press Delivery"
7.9,12,5,9,1826,"C","N","M-Press Delivery"
7,11,6,9,2092,"C","N","Fed Post"
8.7,7,4,4,645,"C","N","Fed Post"
4.6,16,1,13,651,"I","N","M-Press Delivery"
9.9,17,6,5,1991,"C","N","M-Press Delivery"
8.1,14,2,6,2020,"C","N","M-Press Delivery"
7.5,4,4,10,2086,"C","N","M-Press Delivery"
9.3,11,5,11,2879,"C","H","M-Press Delivery"
5.9,11,2,10,2374,"C","N","M-Press Delivery"
6.8,12,3,13,2084,"C","N","Fed Post"
9.6,8,9,7,1313,"C","N","Fed Post"
6,16,4,9,1493,"I","N","Fed Post"
8.5,9,4,8,2037,"I","H","M-Press Delivery"
7.3,8,4,7,1885,"C","N","Fed Post"
6.9,15,4,11,1519,"I","N","M-Press Delivery"
5.5,8,3,12,1903,"I","H","Fed Post"
8.1,8,6,10,1380,"I","N","Fed Post"
8.2,11,4,6,1297,"C","N","Fed Post"
6.5,13,3,12,950,"C","N","Fed Post"
10.1,10,8,8,2502,"C","N","M-Press Delivery"
7.9,17,3,7,1726,"I","N","Fed Post"
7,22,4,10,852,"C","N","M-Press Delivery"
5.9,19,2,7,719,"C","N","Fed Post"
5.8,17,6,11,1895,"I","N","M-Press Delivery"
6.4,15,4,14,1981,"C","N","M-Press Delivery"
